YEAR,SERVICE,TITLE,ID #,DEPARTMENT,LOCATION,DISTRICT,Description,FIN_CODE,Amount,LATITUDE,LONGITUDE
2007,Community Facilities,Jimmy Lee Recreation Center/Oxford Pool Redevelopment,CF-080746,Parks and Recreation,"1063 and 1079 Iglehart / Lexington, Marshall, Oxford, Iglehart",8,"The City has completed land acquisition adjacent to the existing Jimmy Lee Recreation Center and Oxford Swimming Pool. The approved 2004 CIB funding of $250,000 is presently being used for preliminary design of the new facility, refining the extent of project construction, sitework and operating costs.  The project will integrate the facility needs of Jimmy Lee Recreation Center, Oxford Pool and the Summit University Teen Center.  Approved 2005 funding of $1M will be used to complete detail design, construction documents and begin the construction phase, including construction of new additions, remodeling of existing facilities and extensive sitework.  The Mayor proposes that the additional total project costs not exceed $9.5M for the combined construction of the recreation center and pool facility.  Construction would begin spring 2006.",CIB,1475000,,
2007,Streets and Utilities,Jefferson Avenue and Edgcumbe Road Reconstruction,SU-140762,Public Works,"Jefferson Avenue - Hamline to Lexington and 
Edgcumbe Road - Jefferson to Lexington",14,"The existing concrete base street will be reconstructed with bituminous pavement and concrete curb and gutter. Between Hamline and Edgcumbe the existing street is 34' with parking on the south side. Between Edgcumbe and Lexington it is 2 - 24' roadways with a median with parking on the south side. Under the MSA rules, the standards  for this street are 32' wide with parking on one side, or 38' wide with parking on both sides. Lantern style lighting and trees will be installed in conjunction with the street reconstruction.",Assessment,1175000,,
2007,Streets and Utilities,Hubbard/Griggs RSVP,SU-6600816-18,Public Works,Hubbard/Griggs RSVP,11,"Grade and pave existing oiled and older paved residential streets with new bituminous pavement.   Other work to be done includes the construction of concrete curbs and gutters, driveway aprons, outwalks, handicapped pedestrian ramps, grade and sod boulevards, plant trees and install street lighting.  This program also includes installation of street lighting on newer paved residential streets that currently do not have any street lighting.",Street Bonds,4755000,,
2007,Residential and Economic Development,Housing Real Estate Development Fund,RE-660812-1,Planning and Economic Development,Citywide,Citywide,"This is a flexible source of financing to primarily assist in the development of major new or rehabilitated housing projects.  Eligible uses of funds are all uses defined eligible under CDBG rules as they pertain to acquisition and related costs, relocation, demolition, site preparation, public improvements, rehabilitation and new construction, and all financing and other related costs that are part of the total development cost of a housing project.  The funds address a variety of housing real estate development opportunities in city neighborhoods.  The use of the funds are determined by Mayor, City Council/HRA and neighborhood priorities.",CDBG,1150000,,
2007,Streets and Utilities,Ayd Mill Off-Road Bike Trail,SU-550796-1,Public Works,East side of the Canadian Pacific Railway Track from Selby (near Hamline) to the existing I35E Bike Trail,"9, 13, 14, 16",Construct an off-road bicycle/pedestrian trail along the east side of the Canadian Pacific Railway (east of Ayd Mill Road) from Syndicate Street at Ashland Avenue to Victoria Street at Benhill Road/Pleasant Avenue (approximately 1.5 miles).  Extend the bicycle trail on street to the north to the existing bike lanes on Pascal Street at Marshall Avenue (approximately 0.7 miles).  Extend the bicycle trail on street to the south to the existing I35E bicycle trail on Palace Avenue at Victoria Street (approximately 0.2 miles).  The total project length is about 2.4 miles.,Federal,1100000,,
2007,Community Facilities,Highland Pool Diving Boards and Guard Stands- Capital Maintenance,CF-660836-107,Parks and Recreation,1840 Edgcumbe Road,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,78000,,
2007,Streets and Utilities,Davern Street Improvements - West 7th to Shepard,SU-151105,Public Works,Davern Street from West 7th Street to Shepard Road.,15,"The Davern Street Improvement will involve the reconstruction of Davern Street from West 7th Street to Shepard Road. Along its four block length, the roadway will be upgraded and a ""greenway"" will be created through tree plantings, lantern, sidewalk and boulevard improvements. The objective is to create an enhanced linkage serving the new commercial and housing development in the Shepard Davern Redevelopment area, the riverfront park space along Shepard Road and the proposed Riverview Corridor transit station at West 7th and Davern.",Assessment,990000,,
2007,Streets and Utilities,Ayd Mill Off-Road Bike Trail,SU-550796-1,Public Works,East side of the Canadian Pacific Railway Track from Selby (near Hamline) to the existing I35E Bike Trail,"9, 13, 14, 16",Construct an off-road bicycle/pedestrian trail along the east side of the Canadian Pacific Railway (east of Ayd Mill Road) from Syndicate Street at Ashland Avenue to Victoria Street at Benhill Road/Pleasant Avenue (approximately 1.5 miles).  Extend the bicycle trail on street to the north to the existing bike lanes on Pascal Street at Marshall Avenue (approximately 0.7 miles).  Extend the bicycle trail on street to the south to the existing I35E bicycle trail on Palace Avenue at Victoria Street (approximately 0.2 miles).  The total project length is about 2.4 miles.,MSA,875000,,
2007,Internal Service,Transfers to Debt Service Fund,CF-660869-1,General Government,Internal Accounting,Citywide,Transfer of interest earnings from prior years' capital improvement bond accounts and project balances from completed projects to capital improvement bonds debt service account.,Interest,700000,,
2007,Streets and Utilities,Sidewalk Reconstruction Program,SU-660821-1,Public Works,Citywide,Citywide,Reconstruct hazardous and deteriorating sidewalks throughout the City.  The work locations are prioritized so as to correct most severe areas first.,STAR,675000,,
2007,Community Facilities,Bruce Vento Nature Sanctuary Development Phase II,CF-551467,Parks and Recreation,Bruce Vento Nature Sanctuary,"4, 17","The Bruce Vento Nature Sanctuary is a new 27-acre city park located at the foot of Dayton's Bluff on the Mississippi River floodplain.  Through the efforts of a public/private partnership, and leadership from community members, the parkland has been purchased, and phase I development activities, including soil remediation, grading and seeding and other work, have been completed.

Funds are needed complete Phase II work on developing the sanctuary ¿ components of the project needed to complete the park, install access areas and restore plant and animal habitat.  Specific activities involved include:
	Establishing a park entrance area at Fourth and Commercial Streets;
	Creating a parking area and addressing traffic control/delineation;
	Establishing a stairway access point into the sanctuary from Indian Mounds Park; 
	Restoring the native vegetation on the sanctuary, including the land's floodplain forest, 
	Installing signage.",CIB,650000,,
